Address,Full Address,Name,Date,Architect,Builder,Style,Link,Notes,Photo,Marker
105 White Park Rd,"105 White Park Rd, Ithaca, NY 14850",,1931,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSWNzRHFxY0UzWGM&export=download,
105 Winthrop Dr,"105 Winthrop Dr, Ithaca, NY 14850",,1959,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSU5jU1p1cERqcGs&export=download,
1050 Highland Rd,"1050 Highland Rd, Ithaca, NY 14850",,1953,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMLVh3ekhoX3VOV1k&export=download,
106 Berkshire Rd,"106 Berkshire Rd, Ithaca, NY 14850",,1952,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNjFQbUVWUWIwWFk&export=download,
106 Brook Lane,"106 Brook Lane, Ithaca, NY 14850",,1966,1968 addition by Carl Tallman,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMaDFudE9BaXJDdE0&export=download,
106 Burleigh Dr,"106 Burleigh Dr, Ithaca, NY 14850",,1978,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRFAyZGJOc3NoSVE&export=download,
106 Cambridge Pl,"106 Cambridge Pl, Ithaca, NY 14850",,1979,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMX3hRMFk3OVV3dUk&export=download,
106 Cayuga Heights Rd,"106 Cayuga Heights Rd, Ithaca, NY 14850",Greystone; Sigma Chi Fraternity,1913,John vanPelt,William L. Jenks,Craftsman,http://cayugaheightshistory.weebly.com/106-cayuga-heights-rd---greystone.html,"Greystone"" is known for its second owners, Irene Castle, dancer and silent film star, and Robert E. Treman, scion of the prominent family in Ithaca's early business community. In 1918, the home was featured in the Wharton Studios film, A Romance in the Air. Irene was often photographed at Greystone in such magazines as Vanity Fair, Vogue, and Town and Country. Having been the scene of a true ""Roaring Twenties"" lifestyle, the lavish mansion was sold in 1924 to Cornell's Sigma Chi fraternity.
 (Notable Architecture, Notable Women)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdmplV2h6cjQ5TFE&export=download,
106 Corson Pl,"106 Corson Pl, Ithaca, NY 14850",,1959,Carl Tallman,,Ranch,,"Home of the architect and specialist in hillside houses, Carl Tallman, 1958-1969. Later home to Fargo Balliett, Jr., great grandson of Wells Fargo, and co-founder of American Express, and his wife, Jean, fashion designer who assisted with Betty Ford's outfits at the White House.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMajR6UGtWZVdYaVE&export=download,
106 Devon Rd,"106 Devon Rd, Ithaca, NY 14850",,1927,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTGFVdEg2ZmM2Y1E&export=download,
106 Hampton Rd,"106 Hampton Rd, Ithaca, NY 14850",,1960,Tallman & Tallman,,Contemporary,,"1952-1953 home of writer Vladimir Nabokov, author of Lolita and Pale Fire, among other books. (Writers)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMekZFOWVjOHRYYXc&export=download,
106 Highgate Pl,"106 Highgate Pl, Ithaca, NY 14850",,1955,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSjlGQlFULVR2MUk&export=download,
106 Highgate Rd,"106 Highgate Rd, Ithaca, NY 14850",,1952,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSUhCVy1pQ01RTnc&export=download,
106 Iroquois Pl,"106 Iroquois Pl, Ithaca, NY 14850",,1915,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVmxvUkFXVGtFMG8&export=download,
106 Lexington Dr,"106 Lexington Dr, Ithaca, NY 14850",,1984,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNGM2cTRhbHI5eHM&export=download,
106 Lisa Pl,"106 Lisa Pl, Ithaca, NY 14850",,1991,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS3dTYXBueGtIS3c&export=download,
106 Midway Rd,"106 Midway Rd, Ithaca, NY 14850",,1941,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdUY5Ym9OVjN1TTA&export=download,
106 Northway Rd,"106 Northway Rd, Ithaca, NY 14850",,1943,,,Colonial,,Former home to school teacher Susan DeWinter.,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWVNNc2FRX194VEk&export=download,
106 Oak Hill Pl,"106 Oak Hill Pl, Ithaca, NY 14850",,1920,"Clinton Vivian, with landscape architect William E. Lamkin",William E. Lamkin,Craftsman,http://cayugaheightshistory.weebly.com/106-oak-hill-place.html,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVXhTOTMzbV8tRlE&export=download,
106 Overlook Rd,"106 Overlook Rd, Ithaca, NY 14850",,1914-15,,,Prairie,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdVRjU2c2QlduVEk&export=download,
106 Randolph Rd,"106 Randolph Rd, Ithaca, NY 14850",,1960,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUVNxTkIta3pseDQ&export=download,
106 Sheldon Rd,"106 Sheldon Rd, Ithaca, NY 14850",,1948,,Erma Cicchetti,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMeWMyV015d3dIcEU&export=download,
106 Texas Lane,"106 Texas Lane, Ithaca, NY 14850",,1956,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMallsVWhrUmNhckU&export=download,
106 The Parkway,"106 The Parkway, Ithaca, NY 14850",,1940,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY0VrT0dPQkYxWjg&export=download,
106 Warwick Pl,"106 Warwick Pl, Ithaca, NY 14850",,1964,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTlNHdzg0a1BTNzA&export=download,
1060 Highland Rd,"1060 Highland Rd, Ithaca, NY 14850",,1951,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUnVKdXpzSzZKSmc&export=download,
107 Burleigh Dr,"107 Burleigh Dr, Ithaca, NY 14850",,1975,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNVd1UHJscUdQb28&export=download,
107 Cambridge Pl,"107 Cambridge Pl, Ithaca, NY 14850",,1979,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSTk5RDdyUjZ4bTQ&export=download,
107 Cayuga Heights Rd,"107 Cayuga Heights Rd, Ithaca, NY 14850",Tuttle Apartments,1923,,,French Chateau,,"In 1929, this was the home of Morris Bishop,  American scholar, historian, biographer, author, and humorist who later lived in 903 Wyckoff Rd. (Notable Architecture, Writers)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNDJibjhrdjMtR28&export=download,
107 Cayuga Park Circle,"107 Cayuga Park Circle, Ithaca, NY 14850",,1938,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYWxJWmZDNldsQVU&export=download,
107 Hanshaw Rd,"107 Hanshaw Rd, Ithaca, NY 14850",,1937,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTHd3WWRYYUV4WEk&export=download,
107 Highgate Rd,"107 Highgate Rd, Ithaca, NY 14850",,1935,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcVVGS1RIX1N1SEk&export=download,
107 Hillside Dr,"107 Hillside Dr, Ithaca, NY 14850",,1920,Carl C. Tallman,,Colonial,https://en.wikipedia.org/wiki/Egon_Petri,"In 1944, home to Egon Petri, German-born classical pianist virtuoso (Musicians)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMaElOeXhUV1hGOWs&export=download,
107 Lisa Pl,"107 Lisa Pl, Ithaca, NY 14850",,1990,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMjFIQ0FrN3dLc3M&export=download,
107 Midway Rd,"107 Midway Rd, Ithaca, NY 14850",,1968,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUE9hUGpPZEFhTzA&export=download,
107 North Sunset Dr,"107 North Sunset Dr, Ithaca, NY 14850",,1960,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVl9sd2dYYmYwdW8&export=download,
107 Northway Rd,"107 Northway Rd, Ithaca, NY 14850",,1940,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTmpKa2NRakVVQmc&export=download,
107 Oak Hill Pl,"107 Oak Hill Pl, Ithaca, NY 14850",,1920,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRkVqVUlGUnFHeUE&export=download,
107 Oak Hill Rd,"107 Oak Hill Rd, Ithaca, NY 14850",,,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNnc1YnRKZ3I1Nzg&export=download,
107 Overlook Rd,"107 Overlook Rd, Ithaca, NY 14850",HiddenHome,1918-19,Helen Binkerd Young,,Tudor Revival,http://cayugaheightshistory.weebly.com/107-overlook-rd---hiddenhome.html,"Helen Binkerd Young, the only woman  in the 1900 Cornell architecture graduating class, began teaching home design in the Home Economics Department in 1910. Unwelcome by society as an architecture professor, she did succeed in designing several homes in Cayuga Heights, among them, her own house, ""Hiddenhome,"" which she designed in collaboration with her husband, architect George Young.
Societal and institutional obstacles to women in the practice of architecture impeded her career. In 1910, she listed herself in the U.S. Census as having ""no occupation."" In 1930, the 19th Amendment having been passed ten years earlier, she listed ""architect."" (Notable Architecture, Notable Women)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbFNrQ1N6eEZmeGM&export=download,
107 Randolph Rd,"107 Randolph Rd, Ithaca, NY 14850",,1959,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMV09PbHZpcUl5RVk&export=download,
107 East Remington Rd ,"107 East Remington Rd, Ithaca, NY 14850",,1958,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMV2cwYUtDNFdpQ1U&export=download,
107 Sheldon Rd,"107 Sheldon Rd, Ithaca, NY 14850",,1970,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMWJ4UEhPSGNIUTA&export=download,
107 Simsbury Dr,"107 Simsbury Dr, Ithaca, NY 14850",,1973,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMnZNc3FQN0VuQVU&export=download,
107 Warwick Pl,"107 Warwick Pl, Ithaca, NY 14850",,1964,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZjR1UFVvc1JNZTA&export=download,
108 Comstock Rd,"108 Comstock Rd, Ithaca, NY 14850",,1938,Carl C. Tallman,,Greek Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSGVKTU1SR2kyaVU&export=download,
108 Devon Rd,"108 Devon Rd, Ithaca, NY 14850",,1971,1994 addition by Carl Tallman,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN1JHVjMxTHZOdDg&export=download,
108 Hampton Rd,"108 Hampton Rd, Ithaca, NY 14850",,1940,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOHVjTG1hSnhUT1k&export=download,
108 Highgate Rd,"108 Highgate Rd, Ithaca, NY 14850",,1953,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRU1kdkZjb2o1MWM&export=download,
108 Iroquois Rd,"108 Iroquois Rd, Ithaca, NY 14850",,1926,Gibb & Waltz,,Greek Revival,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LcWVhWjFWT1dodm8&export=download,
108 Lisa Pl,"108 Lisa Pl, Ithaca, NY 14850",,1986,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUFp6MnlfamRoSlU&export=download,
108 Midway Rd,"108 Midway Rd, Ithaca, NY 14850",,1939,,,Colonial,,Writer,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMck9aQ2JzZmx3ODQ&export=download,
108 North Sunset Dr,"108 North Sunset Dr, Ithaca, NY 14850",,1960,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYWlBNmVWRnAyOFk&export=download,
108 Northway Rd,"108 Northway Rd, Ithaca, NY 14850",,1964,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMX0tCXzBTYkdVZzQ&export=download,
108 Oak Hill Rd,"108 Oak Hill Rd, Ithaca, NY 14850",,1950,,,Craftsman,,School teacher,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSS1ic2ptOVJHZUU&export=download,
108 Randolph Rd,"108 Randolph Rd, Ithaca, NY 14850",,1960,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRmZzQ3BXN3VxUjA&export=download,
108 Sheldon Rd,"108 Sheldon Rd, Ithaca, NY 14850",,1949,,Erma Cicchetti,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN0RFWGlIOVVCMlU&export=download,
108 Texas Lane,"108 Texas Lane, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSWJCY0pFeVl6Nmc&export=download,
108 Warwick Pl,"108 Warwick Pl, Ithaca, NY 14850",,1962,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMU3YyRUJtTEMwaWc&export=download,
109 Cayuga Heights Rd,"109 Cayuga Heights Rd, Ithaca, NY 14850",,9/1/1908,,,Tudor Revival,,"Former home of Robert J. Kane, US Olympic Hall of Fame. (Major Award Winners, Notable Architecture, Sports History)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LZTN3cnNocGZ6UVE&export=download,
109 Comstock Rd,"109 Comstock Rd, Ithaca, NY 14850",,1937,"Carl Tallman, and additions of 1983",,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZEh5VGpja2RoQzQ&export=download,
109 Hanshaw Rd,"109 Hanshaw Rd, Ithaca, NY 14850",,1950,,,Colonial,,Writer,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVVp0RXlRMWVxRWM&export=download,
109 Highgate Pl,"109 Highgate Pl, Ithaca, NY 14850",,1961,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQkhTODQwdHRRV3c&export=download,
109 Iroquois Rd,"109 Iroquois Rd, Ithaca, NY 14850",,1842,,,Greek Revival,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQmFmaFZMbTJmZFk&export=download,
109 North Sunset Dr,"109 North Sunset Dr, Ithaca, NY 14850",,1955,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS2hCRFhuYnBpRWc&export=download,
109 Northway Rd,"109 Northway Rd, Ithaca, NY 14850",,1940,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMV2o0MGJ1Z2MtTDQ&export=download,
109 Oak Hill Rd,"109 Oak Hill Rd, Ithaca, NY 14850",,1941,,,Cape Cod,,Mathematician,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdTQtbHpPaGEtWjQ&export=download,
109 Randolph Rd,"109 Randolph Rd, Ithaca, NY 14850",,1960,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMV3ZjeEZsSGF1b2c&export=download,
109 Sheldon Rd,"109 Sheldon Rd, Ithaca, NY 14850",,1980,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMM0J0amNaV01ET28&export=download,
109 Simsbury Dr,"109 Simsbury Dr, Ithaca, NY 14850",,1974,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSDBsYnZseXMzNDA&export=download,
109 Texas Lane,"109 Texas Lane, Ithaca, NY 14850",,1953,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNC11RFIxOHpwRHc&export=download,
109 East Upland Rd ,"109 East Upland Rd, Ithaca, NY 14850",,1915,,,Craftsman,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LT3AyYWQtX1EzalU&export=download,
109 West Upland Rd ,"109 West Upland Rd , Ithaca, NY 14850",,1917,Carl Tallman of Tallman & Betts,,Dutch Colonial,http://cayugaheightshistory.weebly.com/uploads/2/4/5/4/24545229/109_w_upland_house_history_sept2015_final_for_web.pdf,Home of noted Cornell historian Carl Becker (interred in nearby Pleasant Grove Cemetery); The Becker house was the first one built on West Upland Road.(Notable Architecture),http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOEYxSVg2aTgxLXc&export=download,
109 Warwick Pl,"109 Warwick Pl, Ithaca, NY 14850",,1963,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdmxkb2lyOERGR3c&export=download,
11 Lowell Pl,"11 Lowell Pl, Ithaca, NY 14850",,1988,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNTBILXg4S05Cems&export=download,
11 Spruce Lane,"11 Spruce Lane, Ithaca, NY 14850",,1993,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMODJRbzFzeXdzY1U&export=download,
11 Tyler Rd,"11 Tyler Rd, Ithaca, NY 14850",,1975,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUGFZeV82YlhWYmc&export=download,
110 Cambridge Pl,"110 Cambridge Pl, Ithaca, NY 14850",,1980,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMX2NORlFzUElLR1U&export=download,
110 Cayuga Heights Rd,"110 Cayuga Heights Rd, Ithaca, NY 14850",,1930-32,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRmk4RWVJdndjcXc&export=download,
110 Corson Pl,"110 Corson Pl, Ithaca, NY 14850",,1930,LeRoy Burnham,,English Cottage Revival,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbE5VcHRscHM3SFE&export=download,
110 Hampton Rd,"110 Hampton Rd, Ithaca, NY 14850",,1940,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMU51UnBwUWhxS1E&export=download,
110 Hanshaw Rd,"110 Hanshaw Rd, Ithaca, NY 14850",,9/1/1928,Clinton Vivian,,Colonial,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcWpRWlhBRTdWMG8&export=download,
110 Highgate Pl,"110 Highgate Pl, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbUo2X2JUY1Z6Q00&export=download,
110 Iroquois Rd,"110 Iroquois Rd, Ithaca, NY 14850",,1941,,,Cape Cod,,"One-time residence of historian Michael Kammen, Pulitzer Prize winner. (Major Award Winners, Writers)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_Lb0VQclJBVkgyaVE&export=download,
110 Lexington Dr,"110 Lexington Dr, Ithaca, NY 14850",,1985,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY2RRN2U2dEY0OE0&export=download,
110 Midway Rd,"110 Midway Rd, Ithaca, NY 14850",,1940,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbFJCd1c2c2FRdXM&export=download,
110 Northway Rd,"110 Northway Rd, Ithaca, NY 14850",,1938,,,Shingle,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSTBCSWVLZVBqekE&export=download,
110 Overlook Rd,"110 Overlook Rd, Ithaca, NY 14850",,1907,,,Craftsman,,"Notable Architecture, Writer",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LSXB2YTltOFdEYkE&export=download,
110 Randolph Rd,"110 Randolph Rd, Ithaca, NY 14850",,1960,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcDlJWHhfQ0c1Q3M&export=download,
110 Simsbury Dr,"110 Simsbury Dr, Ithaca, NY 14850",,1971,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMd2M2ZnZtejJ4enc&export=download,
110 The Parkway,"110 The Parkway, Ithaca, NY 14850",,1928,LeRoy Burnham,,Cape Cod,http://cayugaheightshistory.weebly.com/110-the-parkway.html,"Charles Newman--son of Cayuga Heights developer Jared T. Newman--and his wife Marion wanted a smaller house than those Charles had grown up in, recognizing that they could not afford the wealthy lifestyle of his parents. Times were changing; the Depression was coming. Marion would do much of the housework, so theirs was reputedly the first village house built without a maid's room. 
 
 Jared Newman was much impressed with his son and daughter-in-law's home, designed by Ithaca architect LeRoy Burnham, so much so that he turned his attention to the building of smaller homes a bit farther north in the Village from the original section where his own grand house stood at the intersection of Highland Road and The Parkway. Smaller and cheaper housing, he hoped, would not mean ""Cheap John"" designs; his solution was the development he called Klinewoods, beginning in 1932. (Notable Architecture, Village History)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZmFUYWdnQWJZaVE&export=download,
110 East Upland Rd ,"110 East Upland Rd, Ithaca, NY 14850","former ""Hitchcock Hall""",1924; 1980,,,Institutional,http://cayugaheightshistory.weebly.com/110-e-upland-rd---hitchcock-hallches.html,"In 1920, Jared Newman transferred land on which Union Free School District No. 6 was built in 1924 at the intersection of Upland, Highland, and Hanshaw Roads, then known as Cayuga Circle where the old trolley line stopped. As Newman intended, the central location added to the attraction of Cayuga Heights for families with children. Named for its beloved first principal, Miss Martha Hitchcock, Hitchcock Hall was the forerunner of the Cayuga Heights Elementary School. It was a beautiful, rambling Tudor-style building in a park-like setting. Sadly, the era of urban renewal brought its demolition and replacement by the Ithaca City School District in 1968 with the current, much more generic building, which has been added on to since. 
 
 In 1980, enrollment decline caused the Ithaca City School District to close the school. Disappointed villagers responded with the formation of a Cayuga Heights Community Association under the leadership of Betty Matyas, who lived next door to the school. Tenants were found, including a Montessori school, to keep the building viable, and when enrollments climbed back up, the school was reopened in 1988 for both village children and those bussed from West Hill. In 1995, the large number of older adults who sold their homes and moved to Kendal at Ithaca flooded the real estate market with houses that young families proved eager to purchase, and so, once again the school was bursting at the seams. (Garden, Public Sites, Playground)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMX1dweHZjclpxeGc&export=download,
110 West Upland Rd ,"110 West Upland Rd, Ithaca, NY 14850",,1951,,Erma Cicchetti,Ranch,,"Robert and Martha Peach were the original owners of this rambling Ranch-style home, designed by Erma Cicchetti. Pilot Robert Peach managed Robinson Airlines, which later became Mohawk Airlines.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMd28tbXY5Z19xakE&export=download,
110 Warwick Pl,"110 Warwick Pl, Ithaca, NY 14850",,1961,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRm5tTlJVelBLZEk&export=download,
1105 Highland Rd,"1105 Highland Rd, Ithaca, NY 14850",,1952,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWm9DdmhDSjlVWVE&export=download,
